commune,nombre_d'offres,prix_moyen_annoncé_________en_€_courant,prix_moyen_annoncé_au_m²_en_€_courant
Grosbous,53,532620.1320754716,3183.7356683473063
Heffingen,153,543973.1241830067,3152.699288915328
Heiderscheid,52,440677.26923076913,2781.2508550150974
Heinerscheid,84,512157.1428571428,2463.6340773487973
Hesperange,377,796362.9151193635,4096.012805772221
Hobscheid,273,557026.0915750911,3165.67914928011
Hoscheid,43,537051.7441860465,2808.0885958920244
Hosingen,135,479841.88888888893,2802.782906144549
Junglinster,382,654266.0523560211,3613.536380065645
Kayl,191,502502.61780104716,3155.2417905338843
Kehlen,256,784410.3710937499,3896.1181003232673
Kiischpelt,110,491877.4363636364,2982.9279401289823
Koerich,114,650362.2894736845,3338.2919118436116
Kopstal,134,836879.6641791043,4133.406424296042
Lac de la Haute-Sûre,127,463707.4409448819,2681.7321652630385
Larochette,42,458785.71428571426,2787.152925686349
Lenningen,94,657632.4680851065,3618.3546519959655
Leudelange,147,919601.1360544215,3683.220340932118
Lintgen,109,632328.6972477062,3424.2369334668447
Lorentzweiler,123,649802.861788618,3565.2214377736163
Luxembourg-Ville,1309,781792.9449961799,4371.002202611475
Mamer,285,824054.6561403503,4111.912776127327
Manternach,110,564653.8363636368,3369.3689189923866
Medernach,45,563125.3333333333,3105.3501035347335
Mersch,599,562464.5091819696,3718.418333006229
Mertert,168,517617.25000000006,3136.1710656229566
Mertzig,432,479868.6967592591,3049.2528130332194
Mompach,138,510205.99275362305,3387.175328586329
Mondercange,194,789140.4948453612,4078.588574522394
Mondorf-les-Bains,83,820462.1686746987,3743.7967183612914
Munshausen,135,532083.1703703705,2597.4022177472075
Neunhausen,82,517509.21951219504,3011.038609272592
Niederanven,300,852390.233333333,4449.6854621199745
Nommern,82,597892.1829268296,3528.197053658619
Pétange,676,421112.7218934905,2806.1779869155444
Préizerdaul,166,513700.21686747024,2926.7764827311316
Putscheid,20,*,*
Rambrouch,218,472483.848623853,2768.880246862356
Reckange-sur-Mess,89,708306.6629213486,4038.1005368959263
Redange-sur-Attert,145,568531.6344827585,3281.5594993890636
Reisdorf,76,442101.7894736843,2896.5867530701235
Remich,110,716419.6636363636,3236.2716985572997
Roeser,127,749032.4488188977,3643.7832466718037
Rosport,118,483444.9152542373,2802.9276150871224
Rumelange,176,421050.27840909077,2691.0327276076846
Saeul,24,*,*
Sandweiler,98,758447.3367346938,4110.116028867638
Sanem,642,528481.9937694694,3219.2815902651587
Schengen,35,749085.7142857141,3537.2221155240654
Schieren,132,595674.6136363639,3801.8460717121784
Schifflange,295,483816.6101694913,2997.4341344012096
Schuttrange,263,842471.9923954373,4321.162103215273
Septfontaines,69,651311.7826086952,2899.6455602883793
Stadtbredimus,83,671891.9518072288,3105.3266211663777
Steinfort,189,582706.35978836,3379.6942004587722
Steinsel,190,856929.9684210524,4193.884857527082
Strassen,215,836947.3116279069,4713.000725035697
Tandel,133,382792.4436090222,2487.0409741235508
Troisvierges,125,417244.8079999999,2528.534783114592
Tuntange,66,636265.1515151516,3272.271072500851
Useldange,147,543377.7891156462,2911.6900958527126
Vianden,103,457270.8737864077,2887.829215779445
Vichten,133,544719.5187969925,3387.398575002228
Wahl,77,472995.58441558445,2803.407950199901
Waldbillig,175,621869.1085714283,3200.316163236546
Waldbredimus,15,*,*
Walferdange,170,933164.2529411763,4328.927202466612
Weiler-la-Tour,111,777939.6576576574,3715.2654268098872
Weiswampach,120,405951.9749999999,2463.061108082615
Wellenstein,71,532183.0985915496,2639.841369235273
Wiltz,207,391845.93236715003,2357.5725546045064
Wincrange,431,429011.43387470994,2563.0351878026495
Winseler,110,457427.85454545444,2856.8296565428627
Wormeldange,155,640369.3419354837,3148.3039180907563
